0.000000e+00 1.000000e+00
2.777778e-02 9.729730e-01
5.555556e-02 9.466764e-01
8.333333e-02 9.210906e-01
1.111111e-01 8.961962e-01
1.388889e-01 8.719747e-01
1.666667e-01 8.484078e-01
1.944444e-01 8.254779e-01
2.222222e-01 8.031677e-01
2.500000e-01 7.814604e-01
2.777778e-01 7.603399e-01
3.055556e-01 7.397901e-01
3.333333e-01 7.197958e-01
3.611111e-01 7.003419e-01
3.888889e-01 6.814137e-01
4.166667e-01 6.629971e-01
4.444444e-01 6.450783e-01
4.722222e-01 6.276437e-01
5.000000e-01 6.106804e-01
5.277778e-01 5.941755e-01
5.555556e-01 5.781167e-01
5.833333e-01 5.624919e-01
6.111111e-01 5.472895e-01
6.388889e-01 5.324979e-01
6.666667e-01 5.181060e-01
6.944444e-01 5.041032e-01
7.222222e-01 4.904787e-01
7.500000e-01 4.772226e-01
7.777778e-01 4.643247e-01
8.055556e-01 4.517753e-01
8.333333e-01 4.395652e-01
8.611111e-01 4.276851e-01
8.888889e-01 4.161260e-01
9.166667e-01 4.048794e-01
9.444444e-01 3.939367e-01
9.722222e-01 3.832897e-01
